Story,Tom_Label,P1,P2,WM_Label,TOM Responses,WM Responses Humans,WM Responses Objects
The apple is moved to room_1. The bottle is moved to room_4. The chess piece is moved to room_2. The chess piece is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_1. The chess piece is moved to the_hallway. The hat is moved to room_1. The hat is moved to room_5. The shoe is moved to room_5. The apple is moved to room_5. The ball is moved to room_1. The shoe is moved to room_2. The bottle is moved to room_3. The ball is moved to the_hallway. The hat is moved to room_1. The ball is moved to room_1. The chess piece is moved to room_4. The chess piece is moved to room_3. The bottle is moved to room_4. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_4. The chess piece is moved to room_1. The bottle is moved to room_5. The ball is moved to room_2. The bottle is moved to room_1. The bottle is moved to the_hallway. The chess piece is moved to room_5. The bottle is moved to room_1,room 2,"the hat,the shoe",the apple,room 2,Room 1,Room 2,Room 5
The ball is moved to room_4. The apple is moved to room_4. The chess piece is moved to room_4. The ball is moved to room_3. The shoe is moved to room_4. The bottle is moved to room_2. The hat is moved to room_1. The chess piece is moved to room_3. The bottle is moved to the_hallway. The bottle is moved to room_4. The shoe is moved to room_3. The hat is moved to the_hallway. The hat is moved to room_2. The hat is moved to room_1. The hat is moved to room_5. The hat is moved to room_1. The bottle is moved to room_3. The ball is moved to room_4. The apple is moved to room_5. The chess piece is moved to room_2. The shoe is moved to room_4. The shoe is moved to room_1. The apple is moved to room_1. The hat is moved to the_hallway. The apple is moved to room_2. The apple is moved to room_3. The apple is moved to room_4. The apple is moved to room_3. The hat is moved to room_2. The bottle is moved to room_4,room 4,"the chess piece,the ball",the shoe,room 4,Room 4,Room 1,Room 3
The chess piece is moved to room_1. The chess piece is moved to the_hallway. The bottle is moved to room_4. The bottle is moved to room_3. The bottle is moved to the_hallway. The bottle is moved to room_2. The chess piece is moved to room_1. The apple is moved to room_2. The hat is moved to room_2. The ball is moved to room_2. The shoe is moved to room_2. The apple is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_3. The chess piece is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_4. The chess piece is moved to room_3. The apple is moved to the_hallway. The ball is moved to room_3. The shoe is moved to room_3. The shoe is moved to the_hallway. The chess piece is moved to the_hallway. The bottle is moved to room_2. The apple is moved to room_2. The chess piece is moved to room_4. The bottle is moved to the_hallway. The bottle is moved to room_2. The apple is moved to room_3. The apple is moved to room_2,room 3,"the ball,the hat",the shoe,room 3,Room 3,hallway,Hallway
The bottle is moved to room_2. The hat is moved to room_1. The shoe is moved to room_4. The shoe is moved to room_3. The ball is moved to room_4. The ball is moved to room_3. The bottle is moved to room_3. The apple is moved to room_4. The bottle is moved to room_2. The chess piece is moved to room_2. The apple is moved to room_3. The chess piece is moved to room_3. The chess piece is moved to room_2. The bottle is moved to room_1. The hat is moved to room_5. The bottle is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_3. The shoe is moved to the_hallway. The hat is moved to room_4. The apple is moved to the_hallway. The apple is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_4. The chess piece is moved to room_3. The bottle is moved to room_5. The chess piece is moved to room_2. The bottle is moved to room_4. The bottle is moved to room_1. The hat is moved to room_4,the hallway,"the ball,the shoe",the apple,the hallway,Room 1,Danny did not go to a room while he was in the same room as Alice and Bob.,Room 3
The apple is moved to room_2. The hat is moved to room_4. The ball is moved to room_1. The ball is moved to room_2. The ball is moved to room_3. The bottle is moved to room_1. The hat is moved to room_1. The bottle is moved to room_2. The chess piece is moved to room_2. The bottle is moved to the_hallway. The shoe is moved to room_2. The bottle is moved to room_2. The hat is moved to room_5. The apple is moved to the_hallway. The bottle is moved to room_1. The ball is moved to room_2. The bottle is moved to room_5. The chess piece is moved to room_3. The apple is moved to room_1. The hat is moved to room_2. The shoe is moved to room_3. The shoe is moved to room_4. The bottle is moved to room_1. The bottle is moved to the_hallway. The ball is moved to the_hallway. The ball is moved to room_2. The hat is moved to room_1. The ball is moved to the_hallway. The hat is moved to the_hallway. The bottle is moved to room_1,room 3,"the apple,the chess piece",the shoe,room 3,Room 4,Room 4,Room 4
The bottle is moved to room_2. The shoe is moved to room_2. The apple is moved to room_4. The chess piece is moved to room_2. The chess piece is moved to room_3. The ball is moved to room_1. The apple is moved to room_3. The ball is moved to room_2. The chess piece is moved to room_2. The ball is moved to the_hallway. The hat is moved to room_2. The bottle is moved to the_hallway. The shoe is moved to room_1. The ball is moved to room_4. The apple is moved to room_2. The shoe is moved to room_5. The chess piece is moved to the_hallway. The ball is moved to room_1. The ball is moved to room_2. The apple is moved to the_hallway. The hat is moved to the_hallway. The hat is moved to room_1. The apple is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The ball is moved to room_1. The chess piece is moved to room_2. The chess piece is moved to room_1. The ball is moved to the_hallway. The apple is moved to room_1,the hallway,"the shoe,the bottle",the hat,the hallway,room 2,Charlie did not go anywhere when Alice and Frank were in the same room as him.,Room 2
The bottle is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_1. The ball is moved to room_1. The apple is moved to room_2. The bottle is moved to room_5. The hat is moved to room_5. The chess piece is moved to room_5. The chess piece is moved to room_4. The chess piece is moved to room_5. The ball is moved to room_5. The chess piece is moved to room_4. The chess piece is moved to room_3. The shoe is moved to room_2. The hat is moved to room_2. The bottle is moved to room_1. The apple is moved to room_3. The apple is moved to room_4. The shoe is moved to room_1. The shoe is moved to the_hallway. The ball is moved to room_1. The ball is moved to the_hallway. The apple is moved to room_3. The apple is moved to room_4. The apple is moved to room_5. The shoe is moved to room_4. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_2. The shoe is moved to room_1,room 1,"the hat,the bottle",the ball,room 1,Hallway,Hallway,Hallway
The bottle is moved to room_1. The ball is moved to room_1. The hat is moved to room_1. The apple is moved to room_1. The apple is moved to room_2. The chess piece is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The shoe is moved to room_1. The hat is moved to the_hallway. The bottle is moved to room_2. The apple is moved to room_2. The chess piece is moved to room_5. The ball is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_1. The hat is moved to room_4. The bottle is moved to room_3. The shoe is moved to the_hallway. The shoe is moved to room_2. The chess piece is moved to room_3. The hat is moved to room_5. The hat is moved to room_4. The apple is moved to room_5. The apple is moved to room_2. The apple is moved to the_hallway. The chess piece is moved to room_4. The hat is moved to room_5,the hallway,"the bottle,the ball",the shoe,the hallway,Room 1,Alice never shared a room with both Frank and Bob.,Room 2
The hat is moved to room_2. The bottle is moved to room_1. The hat is moved to room_1. The chess piece is moved to room_1. The hat is moved to room_2. The hat is moved to room_1. The hat is moved to room_2. The hat is moved to the_hallway. The shoe is moved to room_4. The apple is moved to room_2. The ball is moved to room_1. The chess piece is moved to room_2. The hat is moved to room_2. The bottle is moved to room_2. The apple is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to room_5. The shoe is moved to room_2. The chess piece is moved to room_1. The chess piece is moved to room_2. The ball is moved to room_2. The ball is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_2. The apple is moved to the_hallway. The apple is moved to room_1. The shoe is moved to room_1. The shoe is moved to room_5. The shoe is moved to room_1. The apple is moved to room_5,room 2,"the chess piece,the bottle",the ball,room 2,Room 1,Hallway,hallway
The shoe is moved to room_4. The hat is moved to room_4. The hat is moved to room_5. The ball is moved to room_4. The chess piece is moved to room_2. The hat is moved to room_4. The apple is moved to room_4. The hat is moved to room_1. The ball is moved to room_3. The shoe is moved to room_3. The apple is moved to room_3. The bottle is moved to room_4. The shoe is moved to room_4. The chess piece is moved to room_1. The shoe is moved to room_3. The hat is moved to room_2. The ball is moved to room_4. The hat is moved to the_hallway. The chess piece is moved to the_hallway. The bottle is moved to room_1. The apple is moved to room_4. The apple is moved to room_5. The chess piece is moved to room_4. The chess piece is moved to room_3. The chess piece is moved to room_4. The hat is moved to room_2. The bottle is moved to room_5. The chess piece is moved to room_1. The bottle is moved to room_2. The bottle is moved to room_1,room 4,"the shoe,the ball",the apple,room 4,Room 4,Room 5,Room 4
The apple is moved to room_2. The chess piece is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_2. The bottle is moved to room_4. The bottle is moved to room_1. The shoe is moved to room_2. The ball is moved to room_2. The apple is moved to room_3. The bottle is moved to room_5. The hat is moved to room_2. The chess piece is moved to the_hallway. The ball is moved to the_hallway. The shoe is moved to the_hallway. The chess piece is moved to room_2. The chess piece is moved to room_3. The apple is moved to room_4. The bottle is moved to room_1. The bottle is moved to room_5. The apple is moved to room_1. The hat is moved to the_hallway. The hat is moved to room_4. The bottle is moved to room_4. The bottle is moved to room_5. The bottle is moved to room_2. The bottle is moved to room_1. The bottle is moved to the_hallway. The bottle is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_1,the hallway,"the shoe,the ball",the hat,the hallway,room 4,Charlie moved to the hallway.,Room 4
The shoe is moved to room_1. The apple is moved to room_2. The chess piece is moved to room_4. The chess piece is moved to room_5. The apple is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The apple is moved to room_5. The bottle is moved to room_1. The chess piece is moved to room_1. The hat is moved to room_1. The shoe is moved to the_hallway. The shoe is moved to room_4. The ball is moved to room_4. The ball is moved to room_5. The ball is moved to room_2. The ball is moved to room_1. The chess piece is moved to room_2. The shoe is moved to room_3. The bottle is moved to room_2. The hat is moved to room_2. The hat is moved to the_hallway. The apple is moved to room_1. The ball is moved to room_2. The apple is moved to room_5. The ball is moved to room_1. The chess piece is moved to room_3. The ball is moved to the_hallway. The ball is moved to room_4. The apple is moved to room_1,room 2,"the shoe,the bottle",the hat,room 2,Room 2,Charlie moved to room 2.,hallway
The apple is moved to room_4. The ball is moved to room_1. The chess piece is moved to room_4. The apple is moved to room_3. The chess piece is moved to room_3. The shoe is moved to room_1. The ball is moved to room_5. The bottle is moved to room_1. The bottle is moved to room_5. The apple is moved to room_4. The shoe is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_3. The apple is moved to room_1. The ball is moved to room_1. The hat is moved to room_2. The chess piece is moved to the_hallway. The chess piece is moved to room_2. The apple is moved to the_hallway. The chess piece is moved to the_hallway. The shoe is moved to room_1. The shoe is moved to room_2. The chess piece is moved to room_4. The hat is moved to room_1. The chess piece is moved to room_1. The apple is moved to room_4. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The apple is moved to room_1. The hat is moved to room_2,room 1,"the bottle,the ball",the shoe,room 1,Room 1,Room 2,Room 1
The ball is moved to room_1. The shoe is moved to room_1. The shoe is moved to room_5. The chess piece is moved to room_1. The hat is moved to room_2. The hat is moved to the_hallway. The apple is moved to room_1. The ball is moved to the_hallway. The bottle is moved to room_1. The bottle is moved to room_5. The chess piece is moved to room_5. The ball is moved to room_4. The bottle is moved to room_2. The ball is moved to room_5. The hat is moved to room_2. The apple is moved to the_hallway. The shoe is moved to room_1. The bottle is moved to the_hallway. The hat is moved to the_hallway. The ball is moved to room_2. The chess piece is moved to room_1. The chess piece is moved to room_2. The apple is moved to room_4. The hat is moved to room_1. The ball is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The ball is moved to room_5. The hat is moved to room_2. The apple is moved to room_1,room 1,"the bottle,the shoe",the chess piece,room 1,Room 2,Room 2,Room 2
The bottle is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_3. The chess piece is moved to room_3. The shoe is moved to room_4. The hat is moved to room_1. The hat is moved to the_hallway. The apple is moved to room_4. The bottle is moved to room_4. The bottle is moved to room_1. The ball is moved to room_4. The chess piece is moved to the_hallway. The shoe is moved to room_3. The chess piece is moved to room_2. The bottle is moved to room_5. The chess piece is moved to room_3. The apple is moved to room_3. The chess piece is moved to room_4. The hat is moved to room_2. The bottle is moved to room_2. The ball is moved to room_3. The ball is moved to the_hallway. The hat is moved to the_hallway. The chess piece is moved to room_5. The chess piece is moved to room_4. The hat is moved to room_4. The hat is moved to room_5. The chess piece is moved to room_5. The chess piece is moved to room_4. The chess piece is moved to room_3,room 3,"the apple,the shoe",the ball,room 3,Hallway,Bob was never in the same room as both Danny and Alice.,The ball was never in the same room as both the apple and the shoe at any point in the story.
The apple is moved to room_4. The bottle is moved to room_2. The shoe is moved to room_2. The apple is moved to room_5. The chess piece is moved to room_2. The hat is moved to room_2. The hat is moved to room_1. The apple is moved to room_4. The apple is moved to room_1. The apple is moved to the_hallway. The ball is moved to room_2. The shoe is moved to the_hallway. The bottle is moved to room_1. The apple is moved to room_4. The bottle is moved to the_hallway. The bottle is moved to room_1. The hat is moved to the_hallway. The chess piece is moved to the_hallway. The apple is moved to room_3. The chess piece is moved to room_4. The ball is moved to the_hallway. The ball is moved to room_1. The hat is moved to room_1. The hat is moved to the_hallway. The apple is moved to room_2. The hat is moved to room_2. The hat is moved to room_1. The hat is moved to room_5. The hat is moved to room_4. The apple is moved to the_hallway,the hallway,"the chess piece,the shoe",the ball,the hallway,Room 1,Nowhere,Room 1
The apple is moved to room_1. The apple is moved to the_hallway. The ball is moved to room_4. The apple is moved to room_1. The chess piece is moved to room_4. The chess piece is moved to room_5. The bottle is moved to room_4. The chess piece is moved to room_2. The chess piece is moved to room_3. The chess piece is moved to room_2. The shoe is moved to room_4. The bottle is moved to room_5. The chess piece is moved to the_hallway. The hat is moved to room_2. The bottle is moved to room_2. The ball is moved to room_1. The bottle is moved to the_hallway. The chess piece is moved to room_4. The bottle is moved to room_4. The hat is moved to the_hallway. The shoe is moved to room_1. The shoe is moved to room_2. The hat is moved to room_2. The hat is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_3. The hat is moved to room_4. The chess piece is moved to room_4. The apple is moved to the_hallway. The apple is moved to room_2,room 1,"the bottle,the ball",the shoe,room 1,Room 2,Room 2,Room 1
The hat is moved to room_4. The chess piece is moved to room_4. The hat is moved to room_3. The chess piece is moved to room_3. The bottle is moved to room_4. The shoe is moved to room_4. The apple is moved to room_4. The apple is moved to room_1. The apple is moved to room_2. The apple is moved to the_hallway. The bottle is moved to room_3. The shoe is moved to room_3. The chess piece is moved to room_2. The chess piece is moved to room_1. The apple is moved to room_1. The apple is moved to room_5. The hat is moved to the_hallway. The apple is moved to room_4. The shoe is moved to room_2. The shoe is moved to room_1. The bottle is moved to the_hallway. The bottle is moved to room_4. The shoe is moved to the_hallway. The apple is moved to room_3. The ball is moved to room_1. The shoe is moved to room_2. The apple is moved to room_2. The shoe is moved to room_3. The ball is moved to the_hallway. The ball is moved to room_2,the hallway,"the chess piece,the hat",the bottle,the hallway,Room 4,Hallway,The bottle was moved to room 3.
The shoe is moved to room_1. The apple is moved to room_1. The apple is moved to the_hallway. The hat is moved to room_1. The bottle is moved to room_4. The apple is moved to room_1. The bottle is moved to room_5. The ball is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_1. The bottle is moved to room_1. The apple is moved to room_2. The apple is moved to room_3. The apple is moved to room_2. The hat is moved to the_hallway. The hat is moved to room_2. The shoe is moved to the_hallway. The apple is moved to room_3. The bottle is moved to room_5. The chess piece is moved to the_hallway. The chess piece is moved to room_4. The bottle is moved to room_2. The bottle is moved to room_3. The apple is moved to the_hallway. The bottle is moved to the_hallway. The hat is moved to room_3. The apple is moved to room_2. The hat is moved to room_2. The hat is moved to the_hallway,the hallway,"the ball,the shoe",the chess piece,the hallway,Room 1,Hallway,Room 4
The shoe is moved to room_2. The ball is moved to room_4. The apple is moved to room_2. The ball is moved to room_1. The hat is moved to room_1. The ball is moved to the_hallway. The ball is moved to room_2. The apple is moved to room_3. The ball is moved to the_hallway. The bottle is moved to room_1. The chess piece is moved to room_1. The bottle is moved to room_5. The hat is moved to room_2. The ball is moved to room_4. The bottle is moved to room_4. The shoe is moved to room_1. The bottle is moved to room_1. The bottle is moved to the_hallway. The apple is moved to room_2. The shoe is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to the_hallway. The shoe is moved to room_1. The ball is moved to room_1. The ball is moved to room_5. The apple is moved to room_3. The apple is moved to the_hallway. The shoe is moved to room_5. The ball is moved to room_1. The apple is moved to room_4,room 2,"the bottle,the hat",the chess piece,room 2,Room 1,Hallway,The chess piece was moved to the hallway.
The bottle is moved to room_1. The ball is moved to room_1. The hat is moved to room_1. The shoe is moved to room_2. The hat is moved to room_5. The shoe is moved to room_1. The shoe is moved to room_2. The chess piece is moved to room_1. The ball is moved to room_5. The bottle is moved to room_5. The chess piece is moved to room_5. The shoe is moved to room_1. The bottle is moved to room_4. The apple is moved to room_4. The ball is moved to room_1. The hat is moved to room_1. The hat is moved to room_5. The shoe is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_4. The chess piece is moved to room_4. The chess piece is moved to room_1. The apple is moved to room_5. The apple is moved to room_4. The shoe is moved to room_1. The shoe is moved to the_hallway. The apple is moved to room_5. The apple is moved to room_2. The shoe is moved to room_2. The apple is moved to the_hallway,room 4,"the ball,the bottle",the chess piece,room 4,Room 1,Room 5,Room 4
The bottle is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_2. The bottle is moved to room_2. The chess piece is moved to room_4. The bottle is moved to room_3. The hat is moved to room_3. The apple is moved to room_2. The ball is moved to room_4. The bottle is moved to the_hallway. The shoe is moved to room_4. The ball is moved to room_5. The hat is moved to room_2. The apple is moved to room_3. The hat is moved to room_3. The chess piece is moved to room_1. The bottle is moved to room_2. The chess piece is moved to room_2. The bottle is moved to the_hallway. The apple is moved to room_2. The shoe is moved to room_5. The shoe is moved to room_2. The bottle is moved to room_1. The apple is moved to the_hallway. The apple is moved to room_4. The bottle is moved to room_5. The apple is moved to room_3. The hat is moved to the_hallway. The apple is moved to room_2. The bottle is moved to room_4,room 5,"the chess piece,the ball",the shoe,room 5,Room 4,Room 5,Room 5
The apple is moved to room_1. The apple is moved to the_hallway. The hat is moved to room_2. The bottle is moved to room_2. The shoe is moved to room_2. The shoe is moved to the_hallway. The chess piece is moved to room_2. The shoe is moved to room_4. The hat is moved to room_3. The apple is moved to room_1. The ball is moved to room_2. The shoe is moved to room_3. The chess piece is moved to room_1. The hat is moved to room_4. The bottle is moved to room_3. The shoe is moved to room_2. The apple is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_2. The apple is moved to room_4. The ball is moved to room_3. The ball is moved to room_4. The hat is moved to room_3. The hat is moved to room_2. The hat is moved to room_1. The shoe is moved to room_1. The apple is moved to room_3. The hat is moved to room_5. The hat is moved to room_1. The hat is moved to room_2,room 3,"the chess piece,the bottle",the ball,room 3,Room 4,Room 4,Room 4
The apple is moved to room_2. The bottle is moved to room_1. The ball is moved to room_1. The apple is moved to room_3. The hat is moved to room_1. The bottle is moved to room_5. The ball is moved to room_5. The hat is moved to the_hallway. The hat is moved to room_1. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_2. The apple is moved to room_2. The ball is moved to room_1. The chess piece is moved to room_4. The hat is moved to the_hallway. The apple is moved to room_1. The ball is moved to the_hallway. The bottle is moved to room_4. The ball is moved to room_1. The shoe is moved to room_4. The shoe is moved to room_3. The hat is moved to room_1. The hat is moved to room_2. The hat is moved to room_1. The chess piece is moved to room_1. The hat is moved to room_2. The chess piece is moved to room_2. The chess piece is moved to room_3. The apple is moved to room_2,room 4,"the ball,the bottle",the shoe,room 4,Room 4,Room 5,Room 3
The shoe is moved to room_4. The chess piece is moved to room_2. The bottle is moved to room_2. The hat is moved to room_2. The bottle is moved to room_1. The apple is moved to room_4. The shoe is moved to room_1. The apple is moved to room_3. The apple is moved to the_hallway. The bottle is moved to the_hallway. The ball is moved to room_2. The bottle is moved to room_4. The hat is moved to the_hallway. The shoe is moved to room_2. The apple is moved to room_1. The apple is moved to room_2. The bottle is moved to room_1. The hat is moved to room_2. The chess piece is moved to the_hallway. The apple is moved to room_3. The ball is moved to the_hallway. The ball is moved to room_4. The apple is moved to room_4. The shoe is moved to room_3. The bottle is moved to room_2. The shoe is moved to the_hallway. The bottle is moved to room_3. The bottle is moved to the_hallway. The bottle is moved to room_2. The bottle is moved to room_1,the hallway,"the hat,the chess piece",the ball,the hallway,Room 4,Bob did not go anywhere when Charlie and Edward were in the same room as him.,The ball was never in the same room as the hat and the chess piece.
The bottle is moved to room_2. The shoe is moved to room_2. The chess piece is moved to room_2. The bottle is moved to room_1. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The apple is moved to room_4. The apple is moved to room_5. The chess piece is moved to room_2. The ball is moved to room_2. The hat is moved to room_2. The ball is moved to room_3. The shoe is moved to room_3. The ball is moved to room_2. The ball is moved to the_hallway. The bottle is moved to the_hallway. The ball is moved to room_1. The apple is moved to room_2. The bottle is moved to room_1. The chess piece is moved to room_3. The hat is moved to room_3. The hat is moved to room_4. The chess piece is moved to room_2. The chess piece is moved to the_hallway. The chess piece is moved to room_2. The apple is moved to the_hallway. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The bottle is moved to the_hallway. The apple is moved to room_4,room 3,"the ball,the shoe",the hat,room 3,Room 3,Room 4,Room 4
The apple is moved to room_1. The chess piece is moved to room_1. The apple is moved to room_2. The chess piece is moved to room_5. The ball is moved to room_2. The hat is moved to room_1. The bottle is moved to room_1. The shoe is moved to room_2. The bottle is moved to room_5. The apple is moved to the_hallway. The hat is moved to room_5. The shoe is moved to room_1. The apple is moved to room_4. The chess piece is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_2. The apple is moved to room_1. The hat is moved to room_2. The hat is moved to room_1. The ball is moved to the_hallway. The shoe is moved to room_2. The apple is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_1. The shoe is moved to room_5. The ball is moved to room_3. The ball is moved to room_2,room 2,"the chess piece,the bottle",the hat,room 2,Room 1,Room 5,Room 5
The chess piece is moved to room_2. The ball is moved to room_4. The apple is moved to room_2. The ball is moved to room_5. The apple is moved to room_1. The chess piece is moved to room_1. The bottle is moved to room_4. The apple is moved to the_hallway. The shoe is moved to room_4. The ball is moved to room_2. The hat is moved to room_4. The apple is moved to room_4. The ball is moved to the_hallway. The apple is moved to room_1. The ball is moved to room_4. The ball is moved to room_1. The chess piece is moved to the_hallway. The shoe is moved to room_5. The bottle is moved to room_5. The ball is moved to the_hallway. The hat is moved to room_5. The hat is moved to room_1. The apple is moved to room_2. The apple is moved to room_1. The chess piece is moved to room_1. The ball is moved to room_2. The ball is moved to room_3. The ball is moved to room_4. The ball is moved to room_1. The chess piece is moved to the_hallway,room 5,"the shoe,the bottle",the hat,room 5,Room 5,Room 1,Room 1
The shoe is moved to room_2. The apple is moved to room_1. The bottle is moved to room_1. The ball is moved to room_1. The hat is moved to room_1. The shoe is moved to room_3. The ball is moved to room_5. The apple is moved to room_5. The chess piece is moved to room_1. The hat is moved to room_5. The chess piece is moved to room_5. The bottle is moved to the_hallway. The shoe is moved to room_4. The shoe is moved to room_3. The hat is moved to room_2. The shoe is moved to room_4. The bottle is moved to room_1. The ball is moved to room_2. The bottle is moved to room_5. The apple is moved to room_4. The chess piece is moved to room_4. The chess piece is moved to room_1. The ball is moved to room_3. The bottle is moved to room_4. The bottle is moved to room_3. The shoe is moved to room_5. The ball is moved to the_hallway. The ball is moved to room_4. The ball is moved to room_3. The ball is moved to room_2,room 4,"the hat,the apple",the chess piece,room 4,Room 1,Room 1,Room 4
The ball is moved to room_1. The bottle is moved to room_4. The bottle is moved to room_3. The apple is moved to room_4. The chess piece is moved to room_4. The hat is moved to room_4. The ball is moved to room_2. The ball is moved to room_1. The shoe is moved to room_4. The shoe is moved to room_3. The hat is moved to room_3. The chess piece is moved to room_5. The chess piece is moved to room_1. The shoe is moved to room_4. The chess piece is moved to room_2. The bottle is moved to the_hallway. The chess piece is moved to the_hallway. The ball is moved to room_5. The apple is moved to room_3. The apple is moved to room_4. The hat is moved to room_4. The hat is moved to room_5. The chess piece is moved to room_4. The ball is moved to room_1. The ball is moved to room_5. The ball is moved to room_1. The chess piece is moved to room_3. The ball is moved to the_hallway. The chess piece is moved to the_hallway. The ball is moved to room_2,room 4,"the bottle,the shoe",the hat,room 4,Room 3,Room 5,Room 3
The chess piece is moved to room_4. The shoe is moved to room_4. The bottle is moved to room_1. The shoe is moved to room_3. The hat is moved to room_1. The shoe is moved to room_4. The apple is moved to room_1. The ball is moved to room_1. The bottle is moved to room_5. The ball is moved to room_5. The hat is moved to room_5. The apple is moved to room_2. The chess piece is moved to room_5. The shoe is moved to room_3. The ball is moved to room_4. The apple is moved to room_3. The shoe is moved to the_hallway. The shoe is moved to room_1. The bottle is moved to room_1. The shoe is moved to room_2. The hat is moved to room_1. The hat is moved to room_2. The apple is moved to room_4. The apple is moved to room_3. The shoe is moved to room_3. The shoe is moved to room_2. The shoe is moved to the_hallway. The shoe is moved to room_1. The chess piece is moved to room_1. The apple is moved to room_2,room 1,"the ball,the bottle",the hat,room 1,Room 5,Room 2,Room 5
The hat is moved to room_2. The ball is moved to room_4. The apple is moved to room_4. The ball is moved to room_3. The apple is moved to room_1. The chess piece is moved to room_2. The apple is moved to the_hallway. The ball is moved to room_2. The shoe is moved to room_2. The apple is moved to room_4. The bottle is moved to room_2. The ball is moved to the_hallway. The apple is moved to room_1. The shoe is moved to room_1. The hat is moved to room_3. The ball is moved to room_1. The ball is moved to the_hallway. The chess piece is moved to the_hallway. The ball is moved to room_4. The hat is moved to room_4. The bottle is moved to the_hallway. The bottle is moved to room_4. The apple is moved to room_5. The apple is moved to room_2. The apple is moved to the_hallway. The hat is moved to room_1. The hat is moved to the_hallway. The hat is moved to room_4. The hat is moved to room_1. The apple is moved to room_4,the hallway,"the shoe,the chess piece",the bottle,the hallway,Room 4,Frank did not go anywhere when Alice and Edward were in the same room as him.,The bottle was moved to room 4.
The hat is moved to room_4. The apple is moved to room_1. The chess piece is moved to room_2. The bottle is moved to room_2. The hat is moved to room_5. The chess piece is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_1. The chess piece is moved to room_5. The ball is moved to room_1. The shoe is moved to room_1. The ball is moved to room_5. The bottle is moved to room_4. The bottle is moved to room_5. The apple is moved to the_hallway. The ball is moved to room_4. The bottle is moved to room_2. The ball is moved to room_1. The ball is moved to room_5. The hat is moved to room_5. The shoe is moved to the_hallway. The shoe is moved to room_4. The bottle is moved to room_1. The bottle is moved to the_hallway. The hat is moved to room_1. The hat is moved to the_hallway. The chess piece is moved to room_4. The chess piece is moved to room_5. The bottle is moved to room_1. The hat is moved to room_4,the hallway,"the ball,the apple",the shoe,the hallway,hallway,Alice never moved to a room where both Bob and Danny were present at the same time.,Room 4
The apple is moved to room_2. The apple is moved to room_3. The ball is moved to room_1. The apple is moved to the_hallway. The hat is moved to room_2. The apple is moved to room_1. The apple is moved to the_hallway. The ball is moved to room_2. The bottle is moved to room_4. The shoe is moved to room_2. The chess piece is moved to room_2. The apple is moved to room_4. The shoe is moved to room_3. The apple is moved to room_5. The ball is moved to the_hallway. The ball is moved to room_4. The bottle is moved to room_3. The bottle is moved to room_4. The hat is moved to the_hallway. The apple is moved to room_1. The chess piece is moved to room_3. The chess piece is moved to the_hallway. The ball is moved to room_1. The ball is moved to room_2. The apple is moved to the_hallway. The apple is moved to room_2. The apple is moved to room_3. The bottle is moved to room_1. The apple is moved to room_4. The apple is moved to room_3,room 3,"the hat,the shoe",the chess piece,room 3,Room 2,Hallway,Room 3
